phase,symbol,period,method,n,BA,MCC,Brier,ECE10,pred_up,up_rate,constant,source,scope,invalid_n,news_ratio,days
outer,AAPL,2018-04,body,63,0.544858870967742,0.118150661139597,0.2603196505174809,0.0945413469409517,0.8253968253968254,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,semantic,63,0.5579637096774194,0.1215734483945923,0.242571060503331,0.0352959116306457,0.6507936507936508,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,llm,63,0.6078629032258065,0.266502482541894,0.2441560481019835,0.075171472087048,0.7936507936507936,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,F0,63,0.4949596774193548,-0.0108266709657701,0.2893509507625191,0.2204052250783914,0.6825396825396826,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,F1,63,0.544858870967742,0.118150661139597,0.2603196505174809,0.0945413469409517,0.8253968253968254,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,F2,63,0.5579637096774194,0.1215734483945923,0.242571060503331,0.0352959116306457,0.6507936507936508,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,F3,63,0.544858870967742,0.118150661139597,0.2603196505174809,0.0945413469409517,0.8253968253968254,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,F4,63,0.577116935483871,0.2203522351302153,0.2539109165551799,0.0831460128362033,0.8571428571428571,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,F5,63,0.577116935483871,0.2203522351302153,0.2539109165551799,0.0831460128362033,0.8571428571428571,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-04,F6,63,0.5887096774193548,0.1801645310978547,0.241517798953648,0.0515614152036178,0.5873015873015873,0.492063492063492,False,nextgen_fusion,,,,
outer,AAPL,2018-05,R0,66,0.5535880708294502,0.1071761416589002,0.2653933696645242,0.1184874431892479,0.4393939393939394,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,R1,66,0.5671015843429636,0.1337675439887804,0.2493008206103691,0.0942356997685187,0.4545454545454545,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,R2,66,0.5843429636533084,0.1686859273066169,0.2451836091444207,0.0670170101133249,0.4393939393939394,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,S2,66,0.505591798695247,0.0111472953323983,0.2705689756243589,0.1380973093501745,0.4545454545454545,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,S3,66,0.5535880708294502,0.1071761416589002,0.2479508658636337,0.0674645130121811,0.4393939393939394,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,title,66,0.494408201304753,-0.0111472953323983,0.24884666842086,0.0588615789673944,0.5454545454545454,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,body,66,0.5251630941286114,0.0501628289957926,0.2555696078773777,0.0533090026957533,0.5454545454545454,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,semantic,66,0.5139794967381175,0.0288463672076471,0.2496898989074392,0.0555560478183809,0.6363636363636364,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,llm,66,0.5335507921714818,0.0747783303855266,0.2444487917978823,0.0326419429058189,0.7272727272727273,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,F0,66,0.494408201304753,-0.0111472953323983,0.24884666842086,0.0588615789673944,0.5454545454545454,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,F1,66,0.5251630941286114,0.0501628289957926,0.2555696078773777,0.0533090026957533,0.5454545454545454,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,F2,66,0.5139794967381175,0.0288463672076471,0.2496898989074392,0.0555560478183809,0.6363636363636364,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,F3,66,0.5251630941286114,0.0501628289957926,0.2555696078773777,0.0533090026957533,0.5454545454545454,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,F4,66,0.5521901211556384,0.1048207704966092,0.251249513632251,0.0471615888606658,0.5757575757575758,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,F5,66,0.5521901211556384,0.1048207704966092,0.251249513632251,0.0471615888606658,0.5757575757575758,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-05,F6,66,0.559645852749301,0.1184665281586034,0.243866129099826,0.0471335925292137,0.5151515151515151,0.5606060606060606,False,nextgen_fusion,,,,
outer,AAPL,2018-06,R0,63,0.4398148148148147,-0.1209943785456152,0.2828187893607408,0.1954311496263358,0.4126984126984127,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,R1,63,0.4907407407407407,-0.0187317162316338,0.2663216143320161,0.1283626991269335,0.3968253968253968,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,R2,63,0.4907407407407407,-0.0187317162316338,0.2649127927075717,0.1454585220216612,0.3968253968253968,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,S2,63,0.5231481481481481,0.0468292905790846,0.255149504885646,0.09496071146554,0.3968253968253968,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,S3,63,0.5092592592592593,0.0188712839024099,0.2582324270846297,0.0925643174369901,0.3809523809523809,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,title,63,0.4907407407407407,-0.0187317162316338,0.256047995943431,0.0974729253727468,0.3968253968253968,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,body,63,0.4166666666666666,-0.1666666666666666,0.2585139198354284,0.1315564847326515,0.5714285714285714,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,semantic,63,0.3935185185185185,-0.2108052278431953,0.2706153606868883,0.1565258999905979,0.5079365079365079,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,llm,63,0.4351851851851852,-0.2041241452319315,0.2535624866682624,0.0787680999842413,0.8888888888888888,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,F0,63,0.4907407407407407,-0.0187317162316338,0.256047995943431,0.0974729253727468,0.3968253968253968,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,F1,63,0.4166666666666666,-0.1666666666666666,0.2585139198354284,0.1315564847326515,0.5714285714285714,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,F2,63,0.3935185185185185,-0.2108052278431953,0.2706153606868883,0.1565258999905979,0.5079365079365079,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,F3,63,0.4166666666666666,-0.1666666666666666,0.2585139198354284,0.1315564847326515,0.5714285714285714,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,F4,63,0.4953703703703703,-0.0099840382978858,0.2551078186882147,0.0545124792545066,0.6984126984126984,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,F5,63,0.4953703703703703,-0.0099840382978858,0.2551078186882147,0.0545124792545066,0.6984126984126984,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-06,F6,63,0.4444444444444444,-0.1123902973898032,0.2560414374781621,0.0817143135936453,0.6031746031746031,0.5714285714285714,False,nextgen_fusion,,,,
outer,AAPL,2018-07,R0,60,0.5622710622710623,0.1232693432480463,0.2525712630558787,0.1605316875298442,0.3666666666666666,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,R1,60,0.586080586080586,0.1721611721611721,0.2444661398323707,0.1695233760054728,0.35,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,R2,60,0.6666666666666666,0.3195816569607349,0.2311332868843766,0.135912632875285,0.55,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,S2,60,0.5128205128205128,0.0262910914021015,0.2460367340589455,0.1286873882130014,0.6833333333333333,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,S3,60,0.5512820512820513,0.0998574482525463,0.2447367097089502,0.1585293931805499,0.4,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,title,60,0.5274725274725275,0.053157743395375,0.2486783280468078,0.1568782678328152,0.4166666666666667,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,body,60,0.554945054945055,0.1048284836721918,0.2405262645370173,0.1498375219069938,0.5,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,semantic,60,0.4798534798534798,-0.0386307497425064,0.2738729621705579,0.1659570758628465,0.45,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,llm,60,0.5238095238095238,0.1774175796776985,0.2282870246246556,0.099726578505138,0.9833333333333332,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,F0,60,0.5274725274725275,0.053157743395375,0.2486783280468078,0.1568782678328152,0.4166666666666667,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,F1,60,0.554945054945055,0.1048284836721918,0.2405262645370173,0.1498375219069938,0.5,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,F2,60,0.4798534798534798,-0.0386307497425064,0.2738729621705579,0.1659570758628465,0.45,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,F3,60,0.554945054945055,0.1048284836721918,0.2405262645370173,0.1498375219069938,0.5,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,F4,60,0.6098901098901099,0.2223747949983303,0.2359018662112771,0.133165831003879,0.6666666666666666,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,F5,60,0.6098901098901099,0.2223747949983303,0.2359018662112771,0.133165831003879,0.6666666666666666,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-07,F6,60,0.6245421245421245,0.2686593050274309,0.2331322199279451,0.148825011661716,0.7333333333333333,0.65,False,nextgen_fusion,,,,
outer,AAPL,2018-08,R0,69,0.5457516339869282,0.08291575195885,0.2278039716025688,0.2018875508578218,0.6231884057971014,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,R1,69,0.5081699346405228,0.014806384278366,0.2338478164075101,0.2070976111046431,0.6231884057971014,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,R2,69,0.5473856209150327,0.0892971591362368,0.2254878261453323,0.1862584860308539,0.6811594202898551,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,S2,69,0.4918300653594771,-0.0158145515275017,0.232017023155823,0.2087399664938137,0.7101449275362319,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,S3,69,0.5457516339869282,0.08291575195885,0.2354361031690545,0.2120620421028451,0.6231884057971014,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,title,69,0.5098039215686274,0.0184752743040489,0.2367926452764008,0.211880517841615,0.6811594202898551,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,body,69,0.4640522875816993,-0.0706741822823559,0.2595419937347021,0.2036811308664851,0.7246376811594203,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,semantic,69,0.6388888888888888,0.2483978862072734,0.2095172557287308,0.2020855605131229,0.5942028985507246,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,llm,69,0.5637254901960784,0.2158686283503982,0.2220244813954308,0.1784724222262128,0.927536231884058,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,F0,69,0.5098039215686274,0.0184752743040489,0.2367926452764008,0.211880517841615,0.6811594202898551,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,F1,69,0.4640522875816993,-0.0706741822823559,0.2595419937347021,0.2036811308664851,0.7246376811594203,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,F2,69,0.6388888888888888,0.2483978862072734,0.2095172557287308,0.2020855605131229,0.5942028985507246,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,F3,69,0.4640522875816993,-0.0706741822823559,0.2595419937347021,0.2036811308664851,0.7246376811594203,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,F4,69,0.4934640522875816,-0.0136007224895684,0.2452169525152119,0.2008415505589889,0.7681159420289855,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,F5,69,0.4934640522875816,-0.0136007224895684,0.2452169525152119,0.2008415505589889,0.7681159420289855,0.7391304347826086,False,nextgen_fusion,,,,
outer,AAPL,2018-08,F6,69,0.4983660130718954,-0.0061406343848634,0.2254047033669033,0.180597314588042,0.9420289855072465,0.7391304347826086,False,nextgen_fusion,,,,
outer,AMZN,all,R0,382,0.530175853812918,0.0630011876263371,0.2598821131179243,0.0593035217928322,0.6465968586387435,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,R1,382,0.5217959655447615,0.045742897725189,0.2561762013117299,0.039444540600919,0.6544502617801047,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,R2,382,0.4933263615598426,-0.0171221317807982,0.2548080039452267,0.0571883408962869,0.8141361256544503,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,S2,382,0.5181908247791507,0.037567053008132,0.2660298424106835,0.0793693440958556,0.6282722513089005,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,S3,382,0.5058755538431902,0.0120520449304216,0.2687470563851023,0.0911404405944939,0.6151832460732984,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,title,382,0.5186724275531827,0.0394048970752802,0.257838956557549,0.052388617286275,0.662303664921466,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,body,382,0.5326939483171423,0.0653025883205741,0.2605574063476804,0.0546786438588318,0.4816753926701571,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,semantic,382,0.4813963728431076,-0.0384195579931879,0.2748535385545033,0.1094189623010607,0.6282722513089005,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,llm,382,0.5380466191485263,0.0819915782607522,0.2505928363896316,0.0227963085011495,0.6884816753926701,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,F0,382,0.5186724275531827,0.0394048970752802,0.257838956557549,0.052388617286275,0.662303664921466,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,F1,382,0.5326939483171423,0.0653025883205741,0.2605574063476804,0.0546786438588318,0.4816753926701571,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,F2,382,0.4813963728431076,-0.0384195579931879,0.2748535385545033,0.1094189623010607,0.6282722513089005,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,F3,382,0.5326939483171423,0.0653025883205741,0.2605574063476804,0.0546786438588318,0.4816753926701571,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,F4,382,0.5335057929933676,0.066893870047487,0.2563367540733583,0.0441479578364038,0.5104712041884817,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,F5,382,0.5335057929933676,0.066893870047487,0.2563367540733583,0.0441479578364038,0.5104712041884817,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,all,F6,382,0.551352615791067,0.1104144292727165,0.2520400743004611,0.04023351246012,0.6858638743455497,0.5314136125654451,False,nextgen_fusion,,,,
outer,AMZN,2018-03,R0,62,0.4518518518518518,-0.1114887200538164,0.2984807309805408,0.2105056636600379,0.7580645161290323,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,R1,62,0.419047619047619,-0.1874480677827902,0.311749771518395,0.2335367108141819,0.7580645161290323,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,R2,62,0.4587301587301587,-0.1665845446283394,0.2908102966714121,0.2003085905037121,0.935483870967742,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,S2,62,0.4063492063492063,-0.1962256545257386,0.3416706770514559,0.2799191991281222,0.6612903225806451,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,S3,62,0.382010582010582,-0.2622758125723706,0.3310896025420012,0.2780636671484315,0.7258064516129032,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,title,62,0.408994708994709,-0.2284214675616841,0.3070502798322782,0.2334255457351982,0.8064516129032258,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,body,62,0.4248677248677248,-0.1593796236960154,0.3045424571007576,0.2020751452528941,0.6774193548387096,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,semantic,62,0.382010582010582,-0.2622758125723706,0.3402130583065925,0.2969437669856568,0.7258064516129032,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,llm,62,0.493121693121693,-0.0178544311289263,0.281734530906551,0.1841486329963256,0.8225806451612904,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,F0,62,0.408994708994709,-0.2284214675616841,0.3070502798322782,0.2334255457351982,0.8064516129032258,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,F1,62,0.4248677248677248,-0.1593796236960154,0.3045424571007576,0.2020751452528941,0.6774193548387096,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,F2,62,0.382010582010582,-0.2622758125723706,0.3402130583065925,0.2969437669856568,0.7258064516129032,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,F3,62,0.4248677248677248,-0.1593796236960154,0.3045424571007576,0.2020751452528941,0.6774193548387096,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,F4,62,0.4105820105820105,-0.1923356422873849,0.2964953090864441,0.2095977862978674,0.6935483870967742,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,F5,62,0.4105820105820105,-0.1923356422873849,0.2964953090864441,0.2095977862978674,0.6935483870967742,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-03,F6,62,0.4275132275132275,-0.1881582357433006,0.2940422025560994,0.2074586450657889,0.8225806451612904,0.4354838709677419,False,nextgen_fusion,,,,
outer,AMZN,2018-04,R0,63,0.4821428571428571,-0.0386680140556091,0.2831881133689674,0.179202756597133,0.6984126984126984,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,R1,63,0.425,-0.1534851533787301,0.2608866613632526,0.1379883073041587,0.6190476190476191,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,R2,63,0.4535714285714285,-0.1039501159136702,0.2571625415633674,0.157427372769962,0.7301587301587301,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,S2,63,0.5107142857142857,0.0225876975726312,0.2824194742271609,0.1924947678920463,0.6666666666666666,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,S3,63,0.4178571428571428,-0.1642857142857142,0.3088736270092854,0.2517715727713398,0.5555555555555556,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,title,63,0.4107142857142857,-0.1843024451936214,0.2780053630602808,0.2418430333911934,0.6349206349206349,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,body,63,0.3785714285714285,-0.2531399269503094,0.2773207666133118,0.1825804781930436,0.3492063492063492,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,semantic,63,0.3964285714285714,-0.205886164914561,0.2897315377159766,0.2002874154679911,0.5079365079365079,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,llm,63,0.4714285714285714,-0.0580381000088009,0.2672273875672664,0.1297021730147534,0.6031746031746031,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,F0,63,0.4107142857142857,-0.1843024451936214,0.2780053630602808,0.2418430333911934,0.6349206349206349,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,F1,63,0.3785714285714285,-0.2531399269503094,0.2773207666133118,0.1825804781930436,0.3492063492063492,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,F2,63,0.3964285714285714,-0.205886164914561,0.2897315377159766,0.2002874154679911,0.5079365079365079,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,F3,63,0.3785714285714285,-0.2531399269503094,0.2773207666133118,0.1825804781930436,0.3492063492063492,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,F4,63,0.4214285714285714,-0.1571428571428571,0.2712041611791083,0.142575891981817,0.4444444444444444,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,F5,63,0.4214285714285714,-0.1571428571428571,0.2712041611791083,0.142575891981817,0.4444444444444444,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-04,F6,63,0.5428571428571429,0.0903507902905251,0.2620472327555471,0.109739853017056,0.6666666666666666,0.4444444444444444,False,nextgen_fusion,,,,
outer,AMZN,2018-05,R0,65,0.5199805068226121,0.0397676839498083,0.2498838768696859,0.0917078382935778,0.4307692307692308,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,R1,65,0.4961013645224171,-0.0076930047601926,0.2574977696460093,0.0794251330870553,0.4769230769230769,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,R2,65,0.4161793372319688,-0.1917770947524421,0.2675940517435883,0.1364493575529765,0.7538461538461538,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,S2,65,0.5199805068226121,0.0397676839498083,0.2649372468286244,0.0942609663173213,0.4307692307692308,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,S3,65,0.5199805068226121,0.0397676839498083,0.2513959227468202,0.0945988089060051,0.4307692307692308,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,title,65,0.5199805068226121,0.0397676839498083,0.2522916693737131,0.0882652917981365,0.4307692307692308,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,body,65,0.5969785575048733,0.2174875077743918,0.2509100954787142,0.1060566976154539,0.2615384615384615,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,semantic,65,0.4220272904483431,-0.1541528834709546,0.2909258880130266,0.2193603393688255,0.5384615384615384,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,llm,65,0.6091617933723197,0.2250016872050824,0.2394188981919219,0.1063356539448079,0.6461538461538462,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,F0,65,0.5199805068226121,0.0397676839498083,0.2522916693737131,0.0882652917981365,0.4307692307692308,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,F1,65,0.5969785575048733,0.2174875077743918,0.2509100954787142,0.1060566976154539,0.2615384615384615,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,F2,65,0.4220272904483431,-0.1541528834709546,0.2909258880130266,0.2193603393688255,0.5384615384615384,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,F3,65,0.5969785575048733,0.2174875077743918,0.2509100954787142,0.1060566976154539,0.2615384615384615,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,F4,65,0.6232943469785575,0.2671721125499965,0.2472723101384894,0.0967555919330128,0.2923076923076923,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,F5,65,0.6232943469785575,0.2671721125499965,0.2472723101384894,0.0967555919330128,0.2923076923076923,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-05,F6,65,0.5804093567251463,0.158970161079422,0.2478027713799227,0.0741387039863726,0.5384615384615384,0.5846153846153846,False,nextgen_fusion,,,,
outer,AMZN,2018-06,R0,63,0.6793478260869565,0.3556166625769118,0.2374722484120592,0.1902474481241227,0.6190476190476191,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,R1,63,0.6048913043478261,0.2200697026331849,0.236116754613429,0.1794406269436564,0.6984126984126984,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,R2,63,0.5211956521739131,0.0519750579568351,0.2360606890344962,0.0986002800878168,0.8095238095238095,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,S2,63,0.5201086956521739,0.0388480615300932,0.245127337522232,0.1459979821803503,0.4603174603174603,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,S3,63,0.5668478260869565,0.1288823957596959,0.245154086526675,0.1682441739015625,0.4761904761904761,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,title,63,0.6608695652173913,0.332773375305833,0.2314231916230418,0.1937606905960624,0.6825396825396826,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,body,63,0.5793478260869566,0.152828062049447,0.2651149138091359,0.2025605858479502,0.492063492063492,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,semantic,63,0.4989130434782609,-0.0021954968241447,0.2442433201033807,0.1607010429988432,0.6507936507936508,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,llm,63,0.6076086956521739,0.2093814215973922,0.235316368623994,0.1506246249961292,0.5714285714285714,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,F0,63,0.6608695652173913,0.332773375305833,0.2314231916230418,0.1937606905960624,0.6825396825396826,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,F1,63,0.5793478260869566,0.152828062049447,0.2651149138091359,0.2025605858479502,0.492063492063492,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,F2,63,0.4989130434782609,-0.0021954968241447,0.2442433201033807,0.1607010429988432,0.6507936507936508,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,F3,63,0.5793478260869566,0.152828062049447,0.2651149138091359,0.2025605858479502,0.492063492063492,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,F4,63,0.6135869565217391,0.2187744175913316,0.2551567730141243,0.2131969678032614,0.492063492063492,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,F5,63,0.6135869565217391,0.2187744175913316,0.2551567730141243,0.2131969678032614,0.492063492063492,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-06,F6,63,0.6451086956521739,0.2877262088122286,0.235053222451166,0.1648381650386677,0.6190476190476191,0.6349206349206349,False,nextgen_fusion,,,,
outer,AMZN,2018-07,R0,60,0.5,0.0,0.2540709932883098,0.1054762558114097,0.7333333333333333,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,R1,60,0.5833333333333334,0.1924500897298752,0.2428451167529451,0.0657666334923654,0.75,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,R2,60,0.5333333333333333,0.0894427190999915,0.2417630056768364,0.084561122482946,0.8333333333333334,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,S2,60,0.6333333333333333,0.3577708763999663,0.2382851425384076,0.1944745885881682,0.8333333333333334,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,S3,60,0.5833333333333334,0.215365246126974,0.2425206075875871,0.0521454689738906,0.8166666666666667,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,title,60,0.55,0.1154700538379251,0.2479546332750298,0.0651120744177371,0.75,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,body,60,0.6166666666666667,0.2399569095668713,0.2377195194356064,0.064573423410623,0.6166666666666667,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,semantic,60,0.55,0.1109590082182963,0.2574755727535602,0.1167435568420334,0.7166666666666667,0.5,False,nextgen_fusion,,,,
outer,AMZN,2018-07,llm,60,0.5166666666666667,0.038490017945975,0.2486142358000101,0.0750579752047384,0.75,0.5,False,nextgen_fusion,,,,
